,title,n_enrolled,level,language,rating,price,sales
387,The Actuarial Profession: Basic Sciences and Principles,1531,Beginner,English,1,25,38275
388,Investing in stocks: Avoid stock market loss,1136,Beginner,Swedish,1,125,142000
389,QuickBooks Online: Complete Guide & Certification tips,2187,All,English,2,50,109350
390,Build Financial Models & Value Companies The Easy Way,1609,All,English,1,20,32180
391,Adventure Capital: How to pay off debt ,2895,Beginner,English,2,20,57900
392,Chart Patterns Trading Demystified,1023,All,English,1,200,204600
393,Financial Planning & Analysis: Building a Company's Budget,1988,All,English,2,150,298200
394,Simple things you must know before start FOREX (OFFER),1053,Beginner,English,1,200,210600
395,Practical Finance,4497,All,English,3,20,89940
396,Forex Trading: Comprehensive & Concise Forex Trading Course,2379,All,English,2,160,380640
397,Leaps Options Trading System - Diagonal Leaps Options Spread,993,All,English,1,200,198600
399,Forex Trading -  Learn to Trade From Scratch!,1423,Beginner,English,1,20,28460
400,Technical Analysis tools for Stocks and Options trading,3555,All,English,2,40,142200
401,Quantitative Trading Analysis with R,567,All,English,1,50,28350
402,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),1085,All,English,1,200,217000
403,Get Started With Penny Stocks -Step by Step Guide to Trading,7159,All,English,4,200,1431800
405,Corporate Internal Controls and Fraud Controls,1,Intermediate,English,1,50,50
406,"Forex trading tactics, that work!",10,Beginner,English,1,20,200
407,Professional Risk Manager (PRM) Certification: Level 2,41,All,English,1,50,2050
408,Trading Options Basics,8,Beginner,English,1,200,1600
409,Practical Trading on Financial Futures & Options Markets,43,Beginner,English,1,50,2150
410,Bookkeeping made simple,23,Beginner,Estonian,1,30,690
411,The Visual Learning Basic Accounting Course,9,Beginner,English,1,20,180
412,ChalkTalk: Financial Accounting,25,All,English,1,20,500
413,The 7 fundamentals to Successful Cashflow Management,7,All,English,1,25,175
414,How to trade options,12,Intermediate,English,1,45,540
415,Coaching Course:Investment Analysis for your clients,1,Intermediate,English,1,200,200
416,Harnessing the Power of Growth Stocks,29,Intermediate,English,1,50,1450
417,The Investment Banking Recruitment Series,17,All,English,1,40,680
418,Business Banking 101,132,All,German,1,25,3300
419,CFA Level I Workshop 2: Financial Reporting & Analysis I ,126,All,English,1,20,2520
420,Breakout Patterns Workshop by Pattern Trader,32,All,English,1,60,1920
421,Asset Protection Using Offshore Companies,480,All,English,1,20,9600
422,Get Credit for Your EIN That's Not Linked to Your SSN,27,Beginner,English,1,20,540
423,Financial Translation,167,Beginner,English,1,20,3340
424,How to Pick Stocks,131,All,Polish,1,20,2620
425,Binary Beginners Mastery Strategy.,927,Beginner,English,1,0,0
426,Accounting 101-Master Class for Understanding Business,37,All,English,1,20,740
427,High-Frequency Trading & Dark Pools,19,Beginner,English,1,40,760
428,How To Crowdfund,43,All,English,1,30,1290
429,Financial Statement Fundamentals for Small Biz & Investors,751,Beginner,Catalan,1,30,22530
430,Master The Stock Market with practice,49,All,English,1,35,1715
431,Introduction to Trade Theory (Technical Analysis) For Stocks,45,Beginner,English,1,20,900
432,Forex Trading For Beginners: Technical Trading,1685,Beginner,English,1,0,0
433,IAS 12 - Accounting for Income Taxes (Basics),4269,All,English,3,0,0
434,Surpassing Your Kickstarter Goals,124,All,English,1,30,3720
435,Simple Linear Regression Analysis ( A Complete Course ),811,All,English,1,200,162200
436,Forex: Learn to Trade Forex and FX Consistently,956,All,English,1,50,47800
437,Trading: High-ROI Trading,126,Intermediate,English,1,190,23940
438,Fundraising 101,26,Beginner,German,1,95,2470
439,Professional Bookkeeping & Accounting 2 - Bank Daybook,91,All,English,1,35,3185
440,Filing with Companies House UK,30,All,English,1,30,900
441,"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",226,All,English,1,195,44070
442,The Advantages of ETF Options and Index Options Trading,52,Intermediate,English,1,60,3120
443,Learn to Trade Forex - from Beginner to Professional,89,All,English,1,195,17355
444,"Investing In Stocks For Big Gains, Fundamental Investing",267,All,English,1,200,53400
445,Introduction to Equity Markets,4770,Beginner,English,3,0,0
446,Beginners Guide To Ichimoku Trading,265,All,German,1,20,5300
447,Financial Management - Ratio Analysis,2046,Beginner,English,2,20,40920
448,ALGOTECH Hedge Fund Method for Stock Market Trading,605,All,English,1,20,12100
449,Futures/Commodity Trading,472,All,English,1,50,23600
450,Complete Claritas Investment Certificate,388,All,English,1,50,19400
451,Introduction to the economics of public services regulation,98,Intermediate,English,1,80,7840
452,Accounting Standard 3 - An Analysis,1888,Intermediate,English,1,25,47200
453,Essentials of money value: Get a financial Life !,0,All,Catalan,1,20,0
454,Introduction to Forex Trading Business For Beginners,0,Beginner,English,1,20,0
455,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,0,Beginner,English,1,20,0
456,Introduction to Project Management for Finance and Acct'g,0,Beginner,English,1,50,0
457,Best Practices in Corporate Budgeting,0,Intermediate,English,1,50,0
458,Financial Statement Auditing Cycles,0,Intermediate,English,1,50,0
459,Case studies on credit appraisal for bankers,0,Beginner,English,1,20,0
460,Building a Balanced Scorecard,0,Intermediate,English,1,50,0
461,Options Trading Foundation: Your journey to competency...,0,Intermediate,English,1,95,0
462,Forex how traders beat the markest with little experience,0,All,English,1,100,0
463,CFA Level 2- Quantitative Methods,0,All,English,1,40,0
464,Foundations of Investing,0,Beginner,English,1,40,0
465,Capital Market Road Map,495,All,English,1,50,24750
466,TRADING: 5K CHALLENGE,375,Intermediate,Swahili (macrolanguage),1,55,20625
467,CurrencyFair - Avoid Bank Charges when converting currencies,1730,All,English,1,0,0
468,Bitcoin - A Comprehensive Guide,283,All,English,1,20,5660
469,Forex Trading,136,All,English,1,95,12920
470,"The True ' Secret Sauce  For Stock Market Success""",23,All,English,1,200,4600
471,Bookkeeping to Command Senior Bookkeeping Wages,683,All,Afrikaans,1,55,37565
472,Take Your Career to the Next Level with MBA Finance,618,All,English,1,50,30900
473,How to Read Financial Statements:  Build Financial Literacy.,188,Beginner,English,1,25,4700
474,Accounting Books of Accounts (College Level),911,All,English,1,20,18220
475,Forex Trading Profitably,512,All,English,1,20,10240
476,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,769,All,English,1,50,38450
477,Bitcoin Trading 101,302,All,English,1,95,28690
478,Visualizing Data,149,Intermediate,Italian,1,40,5960
479,IFRS Financial Reporting,72,All,Spanish,1,55,3960
480,Forex Trading System: Correlation EUR/GBP vs GBP/USD,33,Intermediate,English,1,50,1650
481,"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",13,All,English,1,50,650
482,Learn Financial Accounting Different,79,All,English,1,20,1580
483,CFA Level I Workshop 4: Fixed Income and Equity,139,All,English,1,20,2780
484,"IAS37 - Provisions, Contingents Liabilities & Assets",2247,All,English,2,0,0
485,What You Should Know to Become a Trader,17,All,English,1,125,2125
486,Financial Reporting A Comprehensive Study,45,All,English,1,50,2250
487,An Abundance Mindset: How to Craft Yours,33,Beginner,English,1,50,1650
488,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,54,All,English,1,120,6480
489,How to Build a Massive Retirement Plan from Scratch!,1498,Beginner,English,1,200,299600
490,Financial modeling: Build a forward looking financial model,2317,All,English,2,20,46340
491,Trading for Beginners - Entry Level,5077,Beginner,English,3,0,0
493,Trend Following Stocks: A Complete Trading System,1202,Expert,English,1,95,114190
495,Accounting Bank Reconciliation Statement (College Level),2189,All,English,2,20,43780
496,Bitcoin - Ethereum: Trading -Watch me manage my own account!,431,All,English,1,165,71115
497,FOREX : Learn Technical Analysis,1199,All,English,1,200,239800
498,FastTrack to Stock Trading Strategies,5685,All,English,3,25,142125
499,Algorithmic futures trading - Investing with no experience,1512,All,English,1,195,294840
500,Succeed in Forex Even if You Don't Know Where to Start!,1806,Beginner,English,1,200,361200
501,Hedge Fund Accounting and Valuation,668,All,English,1,20,13360
502,"Binary, Forex, Stock and Bitcoin Trading Strategy",3757,All,English,2,0,0
503,2 Easy Steps To Investment And Avoiding Traps,828,All,English,1,20,16560
504,Ethereum Course for Investors,111,All,English,1,40,4440
505,Using Xero for your bookkeeping needs  do beautiful business,39,Beginner,English,1,95,3705
506,Capital Market Immersion,613,All,English,1,195,119535
507,Forex Trading :RSI Indicator-A Secret Weapon,57,All,English,1,95,5415
508,"Trading Mindset, and Three Steps To Profitable Trading",246,Beginner,English,1,20,4920
509,Professional Bookkeeping & Accounting 4:Trial Balance & More,83,All,English,1,35,2905
510,"Internal Controls - Design, Implementation and Monitoring",62,Beginner,English,1,195,12090
511,Forex online live trading system (Special Offer),31,All,English,1,200,6200
512,Winning Options Trading System,367,All,English,1,105,38535
513,Learn The ABC's Of Investing And Understanding True Financial Value,3,All,English,1,20,60
514,How to invest in Russian equity market,3,Intermediate,English,1,30,90
515,Handle difficult questions the bank manager will ask you,2,All,English,1,20,40
516,Credit Control Procedures,3,All,English,1,20,60
517,FMT: Forex Market Trader Certificate,1,All,English,1,20,20
518,Six Stage Negotiation,1,All,English,1,30,30
519,Financial Reporting - Fundamentals/Basics,2,Beginner,Catalan,1,20,40
520,Decide whether to Invest in a Business ,1,Beginner,English,1,20,20
521,UK Tax Returns with HMRC,2,Beginner,English,1,40,80
522,Financial Market Environment & Investment Strategies,1,All,English,1,105,105
523,How to Obtain a Business Loan,1,All,English,1,20,20
524,Evolution and Features of ETFs,0,All,English,1,100,0
525,Cost Accounting Operating Costing(Professional Course Level),731,All,English,1,20,14620
526,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),66,All,English,1,200,13200
527,"Day trading strategy for all level, with 72% success rate",51,All,English,1,95,4845
528,"Accounting, Finance and Banking - A Comprehensive Study",507,All,English,1,180,91260
529,Advanced Technical Analysis PART1!,9,Intermediate,English,1,100,900
530,Advanced Financial Management for CA / CS / CFA /CPA Exams,375,All,English,1,150,56250
531,Learn the Foundations of Stocks and Options,80,Beginner,English,1,50,4000
532,Forex Trading Masterclass - Learn To Trade Better,152,All,English,1,200,30400
533,Introduction to Accounting - Analyzing Financial Statements,37,Intermediate,English,1,60,2220
534,Credit Risk Analysis,194,Intermediate,English,1,20,3880
535,Fund Flow Analysis for CA / CFA / CPA Exams,1184,Intermediate,English,1,25,29600
536,Python for Trading & Investing,638,All,English,1,95,60610
537,Stocks For Beginners - A Guide To Investing,64,Beginner,English,1,20,1280
538,Intro to Impact Investing,44,Beginner,English,1,200,8800
539,Stock Market - Swing Trading Strategies for Wall Street,814,All,English,1,50,40700
540,Essential Options: Strategies for Mastering the Stock Market,211,Intermediate,English,1,50,10550
541,The Day Trader: Learn to Trade The Stock Market and Forex,768,All,English,1,20,15360
542,Introduction To The World Of Equity Finance,29,All,English,1,20,580
543,Stock Technical Analysis with Excel,156,All,English,1,50,7800
544,Beginners Forex strategy,2144,Beginner,Norwegian,2,0,0
545,Mortgage Backed Securities,376,All,English,1,50,18800
546,The Complete Financial Model Builder Course-Build 7 Models,214,All,English,1,75,16050
547,Fundamental Financial Math,406,All,Spanish,1,50,20300
548,Equity Swaps,394,All,English,1,50,19700
549,Proven Methods In Trading Candlestick Patterns,438,All,English,1,75,32850
550,Read financial statements as a stock investor,56,Beginner,English,1,20,1120
551,Investing: How to Fix Hidden Flaws Inside Your Portfolio,58,All,English,1,195,11310
552,Certificate Program in Financial Accounting,1047,All,English,1,50,52350
553,Trading Biotech Stocks - Understanding the Healthcare Sector,166,All,English,1,55,9130
554,Indian Contract Act 1872: Must for all Finance Professionals,605,All,English,1,20,12100
555,Fundraising Success: The Art & Science of Major Gifts,38,Intermediate,English,1,50,1900
556,Smart Trading Techniques for Safe & Consistent Weekly Result,46,Intermediate,English,1,100,4600
557,Technical Trading and Investing Made Easy,217,Intermediate,English,1,40,8680
558,Budgeting for Business,78,All,Danish,1,40,3120
559,Complete Guide to Business Loans,35,Beginner,French,1,30,1050
560,Hot Trading Investing Strategy: ETF and Futures,80,All,English,1,50,4000
561,Financial Management - A Complete Study,1941,All,English,1,190,368790
562,MQL4 Programming for Traders: Build Robust Trading Robots!,1367,All,English,1,195,266565
563,Ultimate Stock Market Investing: Learn How to Value Stocks,1519,All,English,1,50,75950
564,Collection of Advanced Options concepts for Options traders,2025,Expert,English,2,40,81000
565,No Bull Investing: Investing 101 For Financial Freedom,1213,Beginner,English,1,100,121300
566,Financial Modeling - Build Your Own 3 Statement Projection,1092,Beginner,English,1,20,21840
567,Small Business Owners: Drive a Productive Business and Grow,5099,Beginner,English,3,20,101980
568,Successful Day Trading with Fibonacci,869,All,English,1,200,173800
569,Short Straddles - Exploit Earnings Option Volatility Crush,59,Expert,English,1,60,3540
571,Technical Analysis 101: Ten Primary Candlestick Reversals,1741,All,English,1,95,165395
573,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",4,Beginner,English,1,20,80
574,Intro to Financial Statement Audits,1,Intermediate,Italian,1,50,50
575,"How to Get Growing, Passive Income from the Fortune 500!",4,All,English,1,25,100
576,Managing Budgets in the Public and Non Profit Sector,4,All,English,1,95,380
577,System of Asset Management for Professionals (SAMP),8,Expert,English,1,50,400
578,How to invest in Forex Trading & add an additional income,8,All,English,1,50,400
